"species","Var1","calc","variable","value"
"ARDO","S","DD","D","ARDO7"
"ARDO","T","DD","D","ARDO7"
"ARDO","U","DD","D","ARDO5"
"ARDO","V","DD","D","ARDO6"
"ARDO","W","DD","D","ARDO7"
"ARDO","X","DD","D","ARDO6"
"ARDO","Y","DD","D","ARDO7"
"ARDO","Z","DD","D","ARDO7"
"ARDO","A1","DD","D","ARDO6"
"ARDO","B1","DD","D","ARDO7"
"ARDO","C1","DD","D","ARDO7"
"ARDO","D1","DD","D","ARDO7"
"ARDO","E1","DD","D","ARDO6"
"ARDO","F1","DD","D","ARDO7"
"ARDO","G1","DD","D","ARDO7"
"ENCA","A","DD","D","ENCA3"
"ENCA","B","DD","D","ENCA6"
"ENCA","C","DD","D","ENCA8"
"ENCA","D","DD","D","ENCA9"
"ENCA","E","DD","D","ENCA6"
"ENCA","F","DD","D","ENCA8"
"ENCA","G","DD","D","ENCA9"
"ENCA","H","DD","D","ENCA8"
"ENCA","I","DD","D","ENCA9"
"ENCA","J","DD","D","ENCA9"
"ENCA","K","DD","D","ENCA6"
"ENCA","L","DD","D","ENCA8"
"ENCA","M","DD","D","ENCA9"
"ENCA","N","DD","D","ENCA8"
"ENCA","O","DD","D","ENCA9"
"ENCA","P","DD","D","ENCA9"
"ENCA","Q","DD","D","ENCA8"
"ENCA","R","DD","D","ENCA9"
"ENCA","S","DD","D","ENCA9"
"ENCA","T","DD","D","ENCA9"
"ENCA","V","DD","D","ENCA8"
"ENCA","W","DD","D","ENCA9"
"ENCA","Y","DD","D","ENCA9"
"ENCA","Z","DD","D","ENCA9"
"ENCA","A1","DD","D","ENCA8"
"ENCA","B1","DD","D","ENCA9"
"ENCA","C1","DD","D","ENCA9"
"ENCA","D1","DD","D","ENCA9"
"ENCA","F1","DD","D","ENCA9"
"ENCA","G1","DD","D","ENCA9"
"ENCA","H1","DD","D","ENCA9"
"ENCA","I1","DD","D","ENCA9"
"ERFA","A","DD","D","ERFA13"
"ERFA","B","DD","D","ERFA2"
"ERFA","C","DD","D","ERFA3"
"ERFA","D","DD","D","ERFA6"
"ERFA","E","DD","D","ERFA8"
"ERFA","F","DD","D","ERFA2"
"ERFA","G","DD","D","ERFA3"
"ERFA","H","DD","D","ERFA6"
"ERFA","I","DD","D","ERFA8"
"ERFA","J","DD","D","ERFA3"
"ERFA","K","DD","D","ERFA6"
"ERFA","L","DD","D","ERFA8"
"ERFA","M","DD","D","ERFA6"
"ERFA","N","DD","D","ERFA8"
"ERFA","O","DD","D","ERFA8"
"ERFA","P","DD","D","ERFA2"
"ERFA","Q","DD","D","ERFA3"
"ERFA","R","DD","D","ERFA6"
"ERFA","S","DD","D","ERFA8"
"ERFA","T","DD","D","ERFA3"
"ERFA","U","DD","D","ERFA6"
"ERFA","V","DD","D","ERFA8"
"ERFA","W","DD","D","ERFA6"
"ERFA","X","DD","D","ERFA8"
"ERFA","Y","DD","D","ERFA8"
"ERFA","Z","DD","D","ERFA3"
"ERFA","A1","DD","D","ERFA6"
"ERFA","B1","DD","D","ERFA8"
"ERFA","C1","DD","D","ERFA6"
"ERFA","D1","DD","D","ERFA8"
"ERFA","E1","DD","D","ERFA8"
"ERFA","F1","DD","D","ERFA6"
"ERFA","G1","DD","D","ERFA8"
"ERFA","H1","DD","D","ERFA8"
"ERFA","I1","DD","D","ERFA8"
"ERFA","J1","DD","D","ERFA2"
"ERFA","K1","DD","D","ERFA3"
"ERFA","L1","DD","D","ERFA6"
"ERFA","M1","DD","D","ERFA8"
"ERFA","O1","DD","D","ERFA6"
"ERFA","Q1","DD","D","ERFA6"
"ERFA","S1","DD","D","ERFA8"
"ERFA","T1","DD","D","ERFA3"
"ERFA","U1","DD","D","ERFA6"
"ERFA","V1","DD","D","ERFA8"
"ERFA","W1","DD","D","ERFA6"
"ERFA","X1","DD","D","ERFA8"
"ERFA","Y1","DD","D","ERFA8"
"ERFA","Z1","DD","D","ERFA6"
"ERFA","B2","DD","D","ERFA8"
"ERFA","C2","DD","D","ERFA8"
"ERFA","D2","DD","D","ERFA3"
"ERFA","E2","DD","D","ERFA6"
"ERFA","F2","DD","D","ERFA8"
"ERFA","G2","DD","D","ERFA6"
"ERFA","H2","DD","D","ERFA8"
"ERFA","I2","DD","D","ERFA8"
"ERFA","J2","DD","D","ERFA6"
"ERFA","L2","DD","D","ERFA8"
"ERFA","M2","DD","D","ERFA8"
"ERFA","N2","DD","D","ERFA6"
"ERFA","P2","DD","D","ERFA8"
"ERFA","Q2","DD","D","ERFA8"
"ERFA","R2","DD","D","ERFA8"
"ERPA","A","DD","D","ERPA13"
"ERPA","B","DD","D","ERPA3"
"ERPA","C","DD","D","ERPA5"
"ERPA","D","DD","D","ERPA7"
"ERPA","E","DD","D","ERPA3"
"ERPA","F","DD","D","ERPA5"
"ERPA","G","DD","D","ERPA7"
"ERPA","H","DD","D","ERPA5"
"ERPA","I","DD","D","ERPA7"
"ERPA","J","DD","D","ERPA7"
"ERPA","K","DD","D","ERPA3"
"ERPA","L","DD","D","ERPA5"
"ERPA","M","DD","D","ERPA7"
"ERPA","N","DD","D","ERPA5"
"ERPA","O","DD","D","ERPA7"
"ERPA","P","DD","D","ERPA7"
"ERPA","Q","DD","D","ERPA5"
"ERPA","R","DD","D","ERPA7"
"ERPA","S","DD","D","ERPA7"
"ERPA","T","DD","D","ERPA7"
"ERPA","U","DD","D","ERPA3"
"ERPA","V","DD","D","ERPA5"
"ERPA","X","DD","D","ERPA5"
"ERPA","Y","DD","D","ERPA7"
"ERPA","Z","DD","D","ERPA7"
"ERPA","A1","DD","D","ERPA5"
"ERPA","B1","DD","D","ERPA7"
"ERPA","D1","DD","D","ERPA7"
"ERPA","E1","DD","D","ERPA5"
"ERPA","F1","DD","D","ERPA7"
"ERPA","G1","DD","D","ERPA7"
"ERPA","H1","DD","D","ERPA7"
"ERPA","I1","DD","D","ERPA7"
"ISME","A","DD","D","ISME4"
"ISME","B","DD","D","ISME5"
"ISME","C","DD","D","ISME6"
"ISME","D","DD","D","ISME7"
"ISME","E","DD","D","ISME8"
"ISME","G","DD","D","ISME6"
"ISME","I","DD","D","ISME8"
"ISME","J","DD","D","ISME6"
"ISME","L","DD","D","ISME8"
"ISME","M","DD","D","ISME7"
"ISME","N","DD","D","ISME8"
"ISME","O","DD","D","ISME8"
"ISME","P","DD","D","ISME5"
"ISME","Q","DD","D","ISME6"
"ISME","R","DD","D","ISME7"
"ISME","S","DD","D","ISME8"
"ISME","T","DD","D","ISME6"
"ISME","U","DD","D","ISME7"
"ISME","V","DD","D","ISME8"
"ISME","W","DD","D","ISME7"
"ISME","X","DD","D","ISME8"
"ISME","Y","DD","D","ISME8"
"ISME","Z","DD","D","ISME6"
"ISME","B1","DD","D","ISME8"
"ISME","C1","DD","D","ISME7"
"ISME","D1","DD","D","ISME8"
"ISME","E1","DD","D","ISME8"
"ISME","F1","DD","D","ISME7"
"ISME","G1","DD","D","ISME8"
"ISME","H1","DD","D","ISME8"
"ISME","I1","DD","D","ISME8"
"ISME","K1","DD","D","ISME6"
"ISME","L1","DD","D","ISME7"
"ISME","M1","DD","D","ISME8"
"ISME","N1","DD","D","ISME6"
"ISME","P1","DD","D","ISME8"
"ISME","Q1","DD","D","ISME7"
"ISME","R1","DD","D","ISME8"
"ISME","S1","DD","D","ISME8"
"ISME","T1","DD","D","ISME6"
"ISME","V1","DD","D","ISME8"
"ISME","W1","DD","D","ISME7"
"ISME","X1","DD","D","ISME8"
"ISME","Y1","DD","D","ISME8"
"ISME","Z1","DD","D","ISME7"
"ISME","A2","DD","D","ISME8"
"ISME","B2","DD","D","ISME8"
"ISME","C2","DD","D","ISME8"
"ISME","D2","DD","D","ISME6"
"ISME","E2","DD","D","ISME7"
"ISME","F2","DD","D","ISME8"
"ISME","G2","DD","D","ISME7"
"ISME","H2","DD","D","ISME8"
"ISME","I2","DD","D","ISME8"
"ISME","J2","DD","D","ISME7"
"ISME","K2","DD","D","ISME8"
"ISME","L2","DD","D","ISME8"
"ISME","M2","DD","D","ISME8"
"ISME","N2","DD","D","ISME7"
"ISME","O2","DD","D","ISME8"
"ISME","P2","DD","D","ISME8"
"ISME","Q2","DD","D","ISME8"
"ISME","R2","DD","D","ISME8"
"LUAL","A","DD","D","LUAL12"
"LUAL","B","DD","D","LUAL13"
"LUAL","C","DD","D","LUAL4"
"LUAL","D","DD","D","LUAL6"
"LUAL","E","DD","D","LUAL7"
"LUAL","F","DD","D","LUAL13"
"LUAL","G","DD","D","LUAL4"
"LUAL","H","DD","D","LUAL6"
"LUAL","I","DD","D","LUAL7"
"LUAL","J","DD","D","LUAL4"
"LUAL","K","DD","D","LUAL6"
"LUAL","L","DD","D","LUAL7"
"LUAL","M","DD","D","LUAL6"
"LUAL","N","DD","D","LUAL7"
"LUAL","O","DD","D","LUAL7"
"LUAL","P","DD","D","LUAL13"
"LUAL","Q","DD","D","LUAL4"
"LUAL","R","DD","D","LUAL6"
"LUAL","S","DD","D","LUAL7"
"LUAL","T","DD","D","LUAL4"
"LUAL","U","DD","D","LUAL6"
"LUAL","V","DD","D","LUAL7"
"LUAL","W","DD","D","LUAL6"
"LUAL","X","DD","D","LUAL7"
"LUAL","Y","DD","D","LUAL7"
"LUAL","Z","DD","D","LUAL4"
"LUAL","A1","DD","D","LUAL6"
"LUAL","B1","DD","D","LUAL7"
"LUAL","C1","DD","D","LUAL6"
"LUAL","D1","DD","D","LUAL7"
"LUAL","E1","DD","D","LUAL7"
"LUAL","F1","DD","D","LUAL6"
"LUAL","G1","DD","D","LUAL7"
"LUAL","H1","DD","D","LUAL7"
"LUAL","I1","DD","D","LUAL7"
"LUAL","J1","DD","D","LUAL13"
"LUAL","K1","DD","D","LUAL4"
"LUAL","L1","DD","D","LUAL6"
"LUAL","M1","DD","D","LUAL7"
"LUAL","N1","DD","D","LUAL4"
"LUAL","O1","DD","D","LUAL6"
"LUAL","P1","DD","D","LUAL7"
"LUAL","Q1","DD","D","LUAL6"
"LUAL","R1","DD","D","LUAL7"
"LUAL","S1","DD","D","LUAL7"
"LUAL","U1","DD","D","LUAL6"
"LUAL","V1","DD","D","LUAL7"
"LUAL","Y1","DD","D","LUAL7"
"LUAL","B2","DD","D","LUAL7"
"LUAL","D2","DD","D","LUAL4"
"LUAL","E2","DD","D","LUAL6"
"LUAL","F2","DD","D","LUAL7"
"LUAL","G2","DD","D","LUAL6"
"LUAL","H2","DD","D","LUAL7"
"LUAL","I2","DD","D","LUAL7"
"LUAL","J2","DD","D","LUAL6"
"LUAL","K2","DD","D","LUAL7"
"LUAL","L2","DD","D","LUAL7"
"LUAL","M2","DD","D","LUAL7"
"LUAL","N2","DD","D","LUAL6"
"LUAL","O2","DD","D","LUAL7"
"LUAL","P2","DD","D","LUAL7"
"LUAL","R2","DD","D","LUAL7"
"SAAP","A","DD","D","SAAP15"
"SAAP","B","DD","D","SAAP3"
"SAAP","C","DD","D","SAAP5"
"SAAP","D","DD","D","SAAP7"
"SAAP","E","DD","D","SAAP9"
"SAAP","F","DD","D","SAAP3"
"SAAP","H","DD","D","SAAP7"
"SAAP","I","DD","D","SAAP9"
"SAAP","K","DD","D","SAAP7"
"SAAP","L","DD","D","SAAP9"
"SAAP","O","DD","D","SAAP9"
"SAAP","P","DD","D","SAAP3"
"SAAP","Q","DD","D","SAAP5"
"SAAP","R","DD","D","SAAP7"
"SAAP","S","DD","D","SAAP9"
"SAAP","T","DD","D","SAAP5"
"SAAP","U","DD","D","SAAP7"
"SAAP","V","DD","D","SAAP9"
"SAAP","W","DD","D","SAAP7"
"SAAP","X","DD","D","SAAP9"
"SAAP","Y","DD","D","SAAP9"
"SAAP","Z","DD","D","SAAP5"
"SAAP","A1","DD","D","SAAP7"
"SAAP","B1","DD","D","SAAP9"
"SAAP","C1","DD","D","SAAP7"
"SAAP","E1","DD","D","SAAP9"
"SAAP","F1","DD","D","SAAP7"
"SAAP","G1","DD","D","SAAP9"
"SAAP","H1","DD","D","SAAP9"
"SAAP","I1","DD","D","SAAP9"
"SAAP","J1","DD","D","SAAP3"
"SAAP","K1","DD","D","SAAP5"
"SAAP","L1","DD","D","SAAP7"
"SAAP","M1","DD","D","SAAP9"
"SAAP","N1","DD","D","SAAP5"
"SAAP","O1","DD","D","SAAP7"
"SAAP","P1","DD","D","SAAP9"
"SAAP","Q1","DD","D","SAAP7"
"SAAP","R1","DD","D","SAAP9"
